variant,runs,retrieval_runs,mean_initial_pool_size,mean_pool_size,mean_retrieval_score,full_catalog_fallbacks,fallback_rate,median_retrieval_latency_ms,mean_retrieval_latency_ms,scored_runs,recall_at_pool,relevant_job_coverage,retrieval_errors,retrieval_error_rate,ranking_errors,ranking_error_rate
full,126,126,198.42857142857142,50.0,0.7081677642857143,0,0.0,7.5794999999999995,8.779238095238094,114,0.5586797846303586,0.9736842105263158,3,0.023809523809523808,4,0.031746031746031744
no_context,126,126,198.42857142857142,50.0,0.7081677642857143,0,0.0,7.566,8.240238095238094,114,0.5586797846303586,0.9736842105263158,3,0.023809523809523808,3,0.023809523809523808
no_memory,126,105,198.31428571428572,50.0,0.706873492,0,0.0,7.303,8.390161904761905,93,0.5609477469375252,0.967741935483871,3,0.02857142857142857,2,0.01904761904761905
