scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-A-06,full,complete,medium,none,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.327,1.0,1.0,27.0,-1.0
SC-A-06,no_context,complete,medium,none,medium,0.49125969208957576,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,1.0,1.0,1.0,1.0,18.89,0.0,0.75,27.0,-1.0
SC-A-06,no_memory,complete,medium,none,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.401,1.0,1.0,27.0,-1.0
SC-A-06,one_shot,complete,medium,none,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.816,1.0,1.0,27.0,-1.0
SC-A-06,profile_only,complete,medium,none,medium,0.5147714448836774,0.6,1.8,0.6,0.4,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.68,0.0,0.75,22.0,-1.0
SC-B-01,full,clarification,medium,none,low,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,21.602,1.0,1.0,31.0,-2.0
SC-B-01,no_context,clarification,medium,none,low,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,23.09,1.0,1.0,31.0,-2.0
SC-B-01,no_memory,clarification,medium,none,low,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.275,1.0,1.0,23.0,-2.0
SC-B-01,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,1.036,0.0,0.25,0.0,-1001.0
SC-B-01,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.782,0.0,0.5,0.0,-1002.0
SC-B-02,full,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.727,1.0,1.0,21.0,-2.0
SC-B-02,no_context,clarification,medium,none,low,0.529634717214042,0.6,1.8,0.6,0.4,0.0,0.4,1.0,1.0,1.0,1.0,2.0,2.0,20.215,0.0,0.75,22.0,-2.0
SC-B-02,no_memory,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.676,1.0,1.0,16.0,-2.0
SC-B-02,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,1.05,0.0,0.25,0.0,-1001.0
SC-B-02,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.982,0.0,0.5,0.0,-1002.0
SC-B-03,full,clarification,hard,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.964,1.0,1.0,21.0,-2.0
SC-B-03,no_context,clarification,hard,none,low,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,19.56,0.0,0.75,20.0,-2.0
SC-B-03,no_memory,clarification,hard,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.584,1.0,1.0,21.0,-2.0
SC-B-03,one_shot,clarification,hard,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,0.854,0.0,0.25,0.0,-1001.0
SC-B-03,profile_only,clarification,hard,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.75,0.0,0.5,0.0,-1002.0
SC-B-04,full,clarification,medium,none,low,0.9395225786842207,0.8,1.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,11.688,1.0,1.0,30.0,-2.0
SC-B-04,no_context,clarification,medium,none,low,0.5936849053443323,0.4,1.0,0.6,0.4,0.06666666666666667,0.2,1.0,1.0,1.0,1.0,2.0,2.0,25.469,0.0,0.75,32.0,-2.0
SC-B-04,no_memory,clarification,medium,none,low,0.5383491171892537,0.6,1.2,0.6,0.4,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,15.38,0.0,0.75,22.0,-2.0
SC-B-04,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,1.074,0.0,0.25,0.0,-1001.0
SC-B-04,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.802,0.0,0.5,0.0,-1002.0
SC-B-05,full,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,48.248,1.0,1.0,19.0,-2.0
SC-B-05,no_context,clarification,medium,none,low,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,19.841,0.0,0.75,19.0,-2.0
SC-B-05,no_memory,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.25,1.0,1.0,11.0,-2.0
SC-B-05,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,1.356,0.0,0.25,0.0,-1001.0
SC-B-05,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,1.296,0.0,0.5,0.0,-1002.0
SC-C-01,full,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.538,1.0,1.0,28.0,-1.0
SC-C-01,no_context,profile_dialogue_conflict,medium,medium,high,0.5853451641247318,0.6,1.6,0.6,0.4,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,20.738,0.0,0.75,28.0,-1.0
SC-C-01,no_memory,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.887,1.0,1.0,28.0,-1.0
SC-C-01,one_shot,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.219,1.0,1.0,28.0,-1.0
SC-C-01,profile_only,profile_dialogue_conflict,medium,medium,high,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.028,0.0,0.75,24.0,-1.0
SC-C-02,full,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.543,1.0,1.0,29.0,-1.0
SC-C-02,no_context,profile_dialogue_conflict,medium,medium,medium,0.8687949224876583,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.714,0.0,0.75,29.0,-1.0
SC-C-02,no_memory,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.606,1.0,1.0,29.0,-1.0
SC-C-02,one_shot,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.849,1.0,1.0,29.0,-1.0
SC-C-02,profile_only,profile_dialogue_conflict,medium,medium,medium,0.7860137352654726,0.8,1.6,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,30.874,0.0,0.75,28.0,-1.0
SC-C-03,full,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.485,1.0,1.0,26.0,-1.0
SC-C-03,no_context,profile_dialogue_conflict,hard,medium,high,0.5979795890554701,0.4,1.2,0.4,0.6,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,22.176,0.0,0.75,26.0,-1.0
SC-C-03,no_memory,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.539,1.0,1.0,26.0,-1.0
SC-C-03,one_shot,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.621,1.0,1.0,26.0,-1.0
SC-C-03,profile_only,profile_dialogue_conflict,hard,medium,high,0.0,0.0,0.0,0.0,1.4,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.605,0.0,0.75,22.0,-1.0
SC-C-04,full,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.433,1.0,1.0,17.0,-1.0
SC-C-04,no_context,profile_dialogue_conflict,medium,medium,high,0.6572885561341879,0.4,1.2,0.4,0.8,0.13333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,34.2,0.0,0.75,25.0,-1.0
SC-C-04,no_memory,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.857,1.0,1.0,17.0,-1.0
SC-C-04,one_shot,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.241,1.0,1.0,17.0,-1.0
SC-C-04,profile_only,profile_dialogue_conflict,medium,medium,high,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.761,0.0,0.75,25.0,-1.0
SC-C-05,full,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.185,1.0,1.0,23.0,-1.0
SC-C-05,no_context,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.267,1.0,1.0,23.0,-1.0
SC-C-05,no_memory,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.105,1.0,1.0,23.0,-1.0
SC-C-05,one_shot,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.135,1.0,1.0,23.0,-1.0
SC-C-05,profile_only,profile_dialogue_conflict,medium,low,medium,0.778957320150241,0.8,2.2,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.699,0.0,0.75,20.0,-1.0
SC-D-01,full,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.024,1.0,1.0,26.0,-2.0
SC-D-01,no_context,preference_change,medium,high,high,0.830419897363192,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,20.121,0.0,0.75,26.0,-2.0
SC-D-01,no_memory,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,0.927,0.0,0.0,0.0,-1003.0
SC-D-01,one_shot,preference_change,medium,high,high,,,,,,,,,,1.0,1.0,2.0,2.0,0.928,0.0,0.0,0.0,-1003.0
SC-D-01,profile_only,preference_change,medium,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,22.56,1.0,1.0,22.0,-2.0
SC-D-02,full,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,25.37,1.0,1.0,31.0,-2.0
SC-D-02,no_context,preference_change,medium,high,medium,0.8687949224876583,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,1.0,1.0,2.0,2.0,32.491,0.0,0.75,28.0,-2.0
SC-D-02,no_memory,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.54,1.0,1.0,29.0,-2.0
SC-D-02,one_shot,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.653,1.0,1.0,29.0,-2.0
SC-D-02,profile_only,preference_change,medium,high,medium,0.8539316501572936,0.8,1.6,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,21.301,0.0,0.75,26.0,-2.0
SC-D-03,full,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,35.649,1.0,1.0,26.0,-2.0
SC-D-03,no_context,preference_change,hard,high,high,0.7227265726449517,0.6,1.8,0.6,0.6,0.1,0.4,1.0,1.0,1.0,1.0,2.0,2.0,19.753,0.0,0.75,25.0,-2.0
SC-D-03,no_memory,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,17.345,1.0,1.0,21.0,-2.0
SC-D-03,one_shot,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.47,1.0,1.0,21.0,-2.0
