variant,n_scenarios,ndcg_at_5_mean,ndcg_at_5_median,ndcg_at_5_n,precision_at_5_mean,precision_at_5_median,precision_at_5_n,mean_graded_relevance_mean,mean_graded_relevance_median,mean_graded_relevance_n,hcsr_mean,hcsr_median,hcsr_n,mean_violation_count_mean,mean_violation_count_median,mean_violation_count_n,unknown_hard_rate_mean,unknown_hard_rate_median,unknown_hard_rate_n,trace_completeness_mean,trace_completeness_median,trace_completeness_n,grounding_mean,grounding_median,grounding_n,handoff_success_mean,handoff_success_median,handoff_success_n,decision_log_completeness_mean,decision_log_completeness_median,decision_log_completeness_n,turn_count_mean,turn_count_median,turn_count_n,response_turns_mean,response_turns_median,response_turns_n,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_n,task_success_mean,task_success_median,task_success_n,clarification_efficiency_mean,clarification_efficiency_median,clarification_efficiency_n
full,42,0.9585347519266849,1.0,37,0.9743243243243243,1.0,37,2.7283783783783786,3.0,37,1.0,1.0,37,0.0,0.0,37,0.0,0.0,37,1.0,1.0,37,1.0,1.0,42,1.0,1.0,42,1.0,1.0,42,1.5,1.0,42,1.5,1.0,42,17.355214285714286,17.066000000000003,42,1.0,1.0,42,-1.5,-1.0,42
no_context,42,0.7102998535695819,0.7860137352654724,38,0.5952380952380952,0.7,42,1.7142857142857142,1.8,42,0.6,0.7,42,0.5428571428571429,0.4,42,0.060317460317460325,0.0,42,1.0,1.0,42,1.0,1.0,42,1.0,1.0,42,1.0,1.0,42,1.5,1.0,42,1.5,1.0,42,23.422714285714285,21.971,42,0.16666666666666666,0.0,42,-1.5,-1.0,42
no_memory,42,0.9451687473131701,1.0,28,0.9857142857142858,1.0,28,2.7357142857142853,3.0,28,0.9857142857142858,1.0,28,0.014285714285714287,0.0,28,0.0,0.0,28,1.0,1.0,28,1.0,1.0,33,1.0,1.0,42,1.0,1.0,42,1.5,1.0,42,1.5,1.0,42,13.06347619047619,15.8905,42,0.7619047619047619,1.0,42,-216.0,-1.0,42
one_shot,42,0.9488750384561672,1.0,21,1.0,1.0,21,2.7809523809523813,3.0,21,1.0,1.0,21,0.0,0.0,21,0.0,0.0,21,1.0,1.0,21,1.0,1.0,26,1.0,1.0,42,1.0,1.0,42,1.3333333333333333,1.0,42,1.3333333333333333,1.0,42,10.709595238095236,10.4905,42,0.6190476190476191,1.0,42,-382.5,-1.0,42
profile_only,42,0.5871245380089444,0.6725956711234347,24,0.5,0.6,28,1.4357142857142857,1.6,28,0.5,0.6,28,0.8214285714285714,0.4,28,0.03511904761904762,0.0,28,1.0,1.0,28,1.0,1.0,28,1.0,1.0,42,1.0,1.0,42,1.5,1.0,42,1.5,1.0,42,15.033190476190473,18.5365,42,0.16666666666666666,0.0,42,-335.0,-1.0,42
