run_id,scenario_id,variant,repeat_index,scenario_type,difficulty,memory_dependency,context_dependency,response_type,success_run,returned_count,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,grounded_claim_count,evidence_resolution_rate,abstention_rate,unsupported_delivered_count,semantic_validator_present,handoff_success,decision_log_completeness,turn_count,total_latency_ms,task_success,partial_task_score,no_match_expected,no_match_returned,clarification_expected,clarification_target,clarification_asked,clarification_asked_slots,clarification_answered,clarification_repeated_slot,clarification_reason_code,response_turns,termination_reason,acceptable_slots,failure_injected,failure_detected,recoverable,recovered,clarification_efficiency
run-62b9c429b0e1fee1,SC-A-04,no_context,0,complete,medium,none,medium,recommendation,True,5,0.5147714448836774,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,27.449,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-afceedbf298a91a6,SC-A-05,no_context,0,complete,easy,none,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,23,1.0,0.0,0,True,1.0,1.0,1,26.74,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-bc6941a815dfc8ff,SC-A-06,no_context,0,complete,medium,none,medium,recommendation,True,5,0.49125969208957576,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,27,1.0,0.0,0,True,1.0,1.0,1,22.738,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-b0b6aff3256f63f3,SC-B-01,no_context,0,clarification,medium,none,low,recommendation,True,5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,31,1.0,0.0,0,True,1.0,1.0,2,22.183,1,1.0,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-5093d78945736d5b,SC-B-02,no_context,0,clarification,medium,none,low,recommendation,True,5,0.529634717214042,0.6,1.8,0.6,0.4,0.0,0.4,1.0,1.0,22,1.0,0.0,0,True,1.0,1.0,2,18.863,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-377799dabee681b2,SC-B-03,no_context,0,clarification,hard,none,low,recommendation,True,5,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,20,1.0,0.0,0,True,1.0,1.0,2,24.992,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-57f8c4665d98f5e0,SC-B-04,no_context,0,clarification,medium,none,low,recommendation,True,5,0.5417552559952586,0.4,1.0,0.6,0.4,0.1,0.2,1.0,1.0,32,1.0,0.0,0,True,1.0,1.0,2,25.241,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-d0fa4ba0dd287bb4,SC-B-05,no_context,0,clarification,medium,none,low,recommendation,True,5,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,19,1.0,0.0,0,True,1.0,1.0,2,21.506,0,0.75,False,False,True,,True,target_roles,True,False,,2,recommendation,target_roles,False,False,False,False,-2.0
run-87b80a2f839f80f8,SC-C-01,no_context,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.5309719078307141,0.4,1.0,0.4,0.6,0.0,0.2,1.0,1.0,28,1.0,0.0,0,True,1.0,1.0,1,44.008,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
run-e3abc9bf556d7a45,SC-C-02,no_context,0,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,0.5087403079104242,0.4,0.8,0.4,0.6,0.1,0.0,1.0,1.0,29,1.0,0.0,0,True,1.0,1.0,1,25.113,0,0.75,False,False,False,,False,,False,False,,1,recommendation,,False,False,False,False,-1.0
