experiment_variant,scenario_id,run_index,run_id,success,response_type,no_match,returned,eligible,claims,dropped_claims,response_turns,session_count,legacy_rule_reparse_turns,candidate_state_version,termination_reason,total_latency_ms,run_dir
no_memory,SC-B-04,0,run-823f79ffe02484d0,True,recommendation,False,5,42,22,0,2,1,0,1,recommendation,15.965,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-B-04\0
no_memory,SC-B-05,0,run-f96aa93357eb541c,True,recommendation,False,5,43,11,0,2,1,0,1,recommendation,16.791,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-B-05\0
no_memory,SC-C-01,0,run-4893f98223124ec7,True,recommendation,False,5,8,27,0,1,1,0,1,recommendation,11.364,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-C-01\0
no_memory,SC-C-02,0,run-13636c78ccc51a0e,True,recommendation,False,5,25,28,0,1,1,0,1,recommendation,17.278,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-C-02\0
no_memory,SC-C-03,0,run-0157f532598e4b4f,True,recommendation,False,5,8,26,0,1,1,0,1,recommendation,11.532,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-C-03\0
no_memory,SC-C-04,0,run-b04f876cb742eaf7,True,recommendation,False,3,3,17,0,1,1,0,1,recommendation,9.186,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-C-04\0
no_memory,SC-C-05,0,run-324dbfbe7cd8573b,True,recommendation,False,5,24,23,0,1,1,0,1,recommendation,17.939,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-C-05\0
no_memory,SC-D-01,0,run-7db8ff77c05b2641,True,clarification,,0,0,0,0,2,1,0,1,,0.906,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-01\0
no_memory,SC-D-02,0,run-04ef79de6332407d,True,recommendation,False,5,25,26,0,2,1,0,1,recommendation,16.634,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-02\0
no_memory,SC-D-03,0,run-6474c7fea2bc101b,True,recommendation,False,5,43,21,0,2,1,0,1,recommendation,18.094,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-03\0
no_memory,SC-D-04,0,run-bcaf26c16062a877,True,recommendation,False,5,19,27,0,2,1,0,1,recommendation,17.493,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-04\0
no_memory,SC-D-05,0,run-79c3d5ffc3400076,True,clarification,,0,0,0,0,2,1,0,1,,0.963,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-05\0
no_memory,SC-E-01,0,run-eacdc6601fd269f4,True,recommendation,False,1,1,8,0,1,1,0,1,recommendation,8.34,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-E-01\0
no_memory,SC-E-02,0,run-1da582a91e501197,True,no_match,True,0,0,6,0,1,1,0,1,no_match,10.908,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-E-02\0
no_memory,SC-E-03,0,run-a9336051d5ce5f85,True,recommendation,False,2,2,13,0,1,1,0,1,recommendation,8.988,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-E-03\0
no_memory,SC-E-04,0,run-95bc32511c3aed48,True,no_match,True,0,0,6,0,1,1,0,1,no_match,13.728,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-E-04\0
no_memory,SC-E-05,0,run-b57e1737cd3432e6,True,recommendation,False,1,1,7,0,1,1,0,1,recommendation,11.296,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-E-05\0
no_memory,SC-F-01,0,run-befb1059eb8a4f2b,True,recommendation,False,5,43,23,0,1,1,0,1,recommendation,28.221,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-F-01\0
no_memory,SC-F-02,0,run-d03fb77500c9cd94,True,recommendation,False,5,44,23,0,1,1,0,1,recommendation,27.704,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-F-02\0
no_memory,SC-F-03,0,run-b9e398623f533076,True,recommendation,False,5,43,22,0,1,1,0,1,recommendation,21.671,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-F-03\0
no_memory,SC-F-04,0,run-ace8bf7a52ee7605,True,recommendation,False,5,44,20,0,1,1,0,1,recommendation,41.878,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-F-04\0
no_memory,SC-G-01,0,run-d4c741a10716a606,True,recommendation,False,5,43,21,0,2,1,0,1,recommendation,18.37,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-G-01\0
no_memory,SC-G-02,0,run-e7c9956e48cc45c9,True,recommendation,False,5,43,20,0,2,1,0,1,recommendation,27.465,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-G-02\0
no_memory,SC-H-01,0,run-2e4189c28ef33830,True,no_match,True,0,0,4,0,1,1,0,1,no_match,12.217,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-H-01\0
no_memory,SC-H-02,0,run-d90c8a92fe059b99,True,no_match,True,0,0,4,0,1,1,0,1,no_match,13.156,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-H-02\0
no_memory,SC-H-03,0,run-a98623393b9f4912,True,no_match,True,0,0,4,0,1,1,0,1,no_match,16.362,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-H-03\0
no_memory,SC-D-06,0,run-af59c883915d7ba0,True,clarification,,0,0,0,0,2,1,0,1,,1.187,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-06\0
no_memory,SC-D-07,0,run-6ee3c184f5bd9ffc,True,clarification,,0,0,0,0,2,1,0,1,,1.571,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-07\0
no_memory,SC-D-08,0,run-2bbfa17869f04058,True,clarification,,0,0,0,0,2,1,0,1,,2.143,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-08\0
no_memory,SC-D-09,0,run-2face07ba7506077,True,clarification,,0,0,0,0,2,1,0,1,,1.484,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-09\0
no_memory,SC-D-10,0,run-96291771c5670b47,True,clarification,,0,0,0,0,2,1,0,1,,1.141,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-10\0
no_memory,SC-D-11,0,run-77b0a003e6be1f76,True,clarification,,0,0,0,0,3,1,0,1,,1.122,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-11\0
no_memory,SC-D-12,0,run-13df400ae0134561,True,clarification,,0,0,0,0,3,1,0,1,,1.264,artifacts\main_deterministic\runs\exp-40a9cd647575\no_memory\SC-D-12\0
no_context,SC-A-01,0,run-d41da11c672e910a,True,recommendation,False,5,50,28,0,1,1,0,1,recommendation,25.46,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-01\0
no_context,SC-A-02,0,run-1395b56d6fc8e924,True,recommendation,False,5,50,21,0,1,1,0,1,recommendation,21.566,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-02\0
no_context,SC-A-03,0,run-1bf11ade46e0d5c8,True,recommendation,False,5,50,28,0,1,1,0,1,recommendation,25.819,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-03\0
no_context,SC-A-04,0,run-62b9c429b0e1fee1,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,27.449,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-04\0
no_context,SC-A-05,0,run-afceedbf298a91a6,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,26.74,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-05\0
no_context,SC-A-06,0,run-bc6941a815dfc8ff,True,recommendation,False,5,50,27,0,1,1,0,1,recommendation,22.738,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-A-06\0
no_context,SC-B-01,0,run-b0b6aff3256f63f3,True,recommendation,False,5,50,31,0,2,1,0,1,recommendation,22.183,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-B-01\0
no_context,SC-B-02,0,run-5093d78945736d5b,True,recommendation,False,5,50,22,0,2,1,0,1,recommendation,18.863,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-B-02\0
no_context,SC-B-03,0,run-377799dabee681b2,True,recommendation,False,5,50,20,0,2,1,0,1,recommendation,24.992,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-B-03\0
no_context,SC-B-04,0,run-57f8c4665d98f5e0,True,recommendation,False,5,50,32,0,2,1,0,1,recommendation,25.241,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-B-04\0
no_context,SC-B-05,0,run-d0fa4ba0dd287bb4,True,recommendation,False,5,50,19,0,2,1,0,1,recommendation,21.506,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-B-05\0
no_context,SC-C-01,0,run-87b80a2f839f80f8,True,recommendation,False,5,50,28,0,1,1,0,1,recommendation,44.008,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-C-01\0
no_context,SC-C-02,0,run-e3abc9bf556d7a45,True,recommendation,False,5,50,29,0,1,1,0,1,recommendation,25.113,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-C-02\0
no_context,SC-C-03,0,run-dcec6376163df8fc,True,recommendation,False,5,50,26,0,1,1,0,1,recommendation,19.625,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-C-03\0
no_context,SC-C-04,0,run-bc800b63a2891e00,True,recommendation,False,5,50,25,0,1,1,0,1,recommendation,22.385,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-C-04\0
no_context,SC-C-05,0,run-ee5ebbe1776e3593,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,28.355,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-C-05\0
no_context,SC-D-01,0,run-3fac34c2107fdb3d,True,recommendation,False,5,50,26,0,2,1,0,1,recommendation,22.449,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-01\0
no_context,SC-D-02,0,run-419b34c10574e0d7,True,recommendation,False,5,50,28,0,2,1,0,1,recommendation,24.511,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-02\0
no_context,SC-D-03,0,run-dd7de3867f884932,True,recommendation,False,5,50,25,0,2,1,0,1,recommendation,21.88,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-03\0
no_context,SC-D-04,0,run-e3a76e2898f5c2fc,True,recommendation,False,5,50,28,0,2,1,0,1,recommendation,24.244,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-04\0
no_context,SC-D-05,0,run-dab5d4df9ae936a4,True,recommendation,False,5,50,21,0,2,1,0,1,recommendation,24.019,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-05\0
no_context,SC-E-01,0,run-b1d9241e2abafa16,True,recommendation,False,5,50,26,0,1,1,0,1,recommendation,21.467,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-E-01\0
no_context,SC-E-02,0,run-57707206b4378d12,True,recommendation,False,5,50,25,0,1,1,0,1,recommendation,24.903,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-E-02\0
no_context,SC-E-03,0,run-5544965755d02fca,True,recommendation,False,5,50,27,0,1,1,0,1,recommendation,26.335,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-E-03\0
no_context,SC-E-04,0,run-b2960756b22de028,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,24.776,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-E-04\0
no_context,SC-E-05,0,run-5dff6533050fc9bf,True,recommendation,False,5,50,26,0,1,1,0,1,recommendation,24.716,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-E-05\0
no_context,SC-F-01,0,run-89dda70ea9ef85f4,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,25.975,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-F-01\0
no_context,SC-F-02,0,run-2f4597ed820c1503,True,recommendation,False,5,50,23,0,1,1,0,1,recommendation,24.565,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-F-02\0
no_context,SC-F-03,0,run-c046dfb52bd9e84d,True,recommendation,False,5,50,22,0,1,1,0,1,recommendation,23.759,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-F-03\0
no_context,SC-F-04,0,run-affd2b9b1ab246dd,True,recommendation,False,5,50,20,0,1,1,0,1,recommendation,26.27,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-F-04\0
no_context,SC-G-01,0,run-8b25b1d989f4d599,True,recommendation,False,5,50,25,0,2,1,0,1,recommendation,24.921,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-G-01\0
no_context,SC-G-02,0,run-1a5f2b96746a5fa3,True,recommendation,False,5,50,19,0,2,1,0,1,recommendation,31.954,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-G-02\0
no_context,SC-H-01,0,run-539160a33de1339f,True,recommendation,False,5,50,21,0,1,1,0,1,recommendation,20.519,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-H-01\0
no_context,SC-H-02,0,run-2a6bdf80f5ea7b6d,True,recommendation,False,5,50,22,0,1,1,0,1,recommendation,22.924,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-H-02\0
no_context,SC-H-03,0,run-d24745de20353c1c,True,recommendation,False,5,50,18,0,1,1,0,1,recommendation,23.289,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-H-03\0
no_context,SC-D-06,0,run-ebc9aaf788547725,True,recommendation,False,5,50,28,0,2,1,0,1,recommendation,28.436,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-06\0
no_context,SC-D-07,0,run-84afe91bc77f7d66,True,recommendation,False,5,50,21,0,2,1,0,1,recommendation,25.193,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-07\0
no_context,SC-D-08,0,run-22bedfbb4ba39ae8,True,recommendation,False,5,50,28,0,2,1,0,1,recommendation,21.979,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-08\0
no_context,SC-D-09,0,run-25b1a4c18ff8cdfe,True,recommendation,False,5,50,23,0,2,1,0,1,recommendation,27.17,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-09\0
no_context,SC-D-10,0,run-a5eaf6305b9044fe,True,recommendation,False,5,50,23,0,2,1,0,1,recommendation,25.525,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-10\0
no_context,SC-D-11,0,run-654c7c2b618f3aed,True,recommendation,False,5,50,26,0,3,1,0,1,recommendation,21.329,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-11\0
no_context,SC-D-12,0,run-5e0f13ec0da33c69,True,recommendation,False,5,50,28,0,3,1,0,1,recommendation,21.935,artifacts\main_deterministic\runs\exp-40a9cd647575\no_context\SC-D-12\0
