run_id,scenario_id,variant,repeat_index,scenario_type,difficulty,memory_dependency,context_dependency,response_type,success_run,returned_count,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,grounded_claim_count,handoff_success,decision_log_completeness,turn_count,total_latency_ms,task_success,partial_task_score,no_match_expected,no_match_returned,clarification_expected
run-60a77d1578b7550c,SC-A-05,no_context,1,complete,easy,none,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,23,1.0,1.0,1,24.751,0,0.75,False,False,False
run-40f7f1651231cd1c,SC-A-05,no_context,2,complete,easy,none,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,23,1.0,1.0,1,25.131,0,0.75,False,False,False
run-d1b3357396fc4bb8,SC-A-06,no_context,0,complete,medium,none,medium,recommendation,True,5,0.49125969208957576,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,27,1.0,1.0,1,21.709,0,0.75,False,False,False
run-6d08962b613dda55,SC-A-06,no_context,1,complete,medium,none,medium,recommendation,True,5,0.49125969208957576,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,27,1.0,1.0,1,21.829,0,0.75,False,False,False
run-94dded1f2eac10c0,SC-A-06,no_context,2,complete,medium,none,medium,recommendation,True,5,0.49125969208957576,0.6,1.8,0.6,0.4,0.1,0.2,1.0,1.0,27,1.0,1.0,1,21.752,0,0.75,False,False,False
run-b9e567e608f476c5,SC-B-01,no_context,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.707,1,1.0,False,False,True
run-9fa235a434ed6b66,SC-B-01,no_context,1,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.699,1,1.0,False,False,True
run-3f9417531e881de2,SC-B-01,no_context,2,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.807,1,1.0,False,False,True
run-46721c84a5bceb9a,SC-B-02,no_context,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.554,1,1.0,False,False,True
run-469977e14e357bdb,SC-B-02,no_context,1,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.604,1,1.0,False,False,True
run-0059d5410bf85054,SC-B-02,no_context,2,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.518,1,1.0,False,False,True
run-c9399d1717dc7d77,SC-B-03,no_context,0,clarification,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.47,1,1.0,False,False,True
run-141ff9c2fbbf826f,SC-B-03,no_context,1,clarification,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.468,1,1.0,False,False,True
run-c1687e442a1fa8a1,SC-B-03,no_context,2,clarification,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.479,1,1.0,False,False,True
run-02234035ada510d5,SC-B-04,no_context,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,1.09,1,1.0,False,False,True
run-948995f5523f6235,SC-B-04,no_context,1,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.682,1,1.0,False,False,True
run-cf679f632154e2bf,SC-B-04,no_context,2,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.689,1,1.0,False,False,True
run-005c03a4a593617d,SC-B-05,no_context,0,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.517,1,1.0,False,False,True
run-4375278ed7113416,SC-B-05,no_context,1,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.518,1,1.0,False,False,True
run-093800b31fc71941,SC-B-05,no_context,2,clarification,medium,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.517,1,1.0,False,False,True
run-f84f8ff84b83d283,SC-C-01,no_context,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.5853451641247318,0.6,1.6,0.6,0.4,0.0,0.2,1.0,1.0,28,1.0,1.0,1,23.138,0,0.75,False,False,False
run-f1b900f8c0eb84be,SC-C-01,no_context,1,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.5853451641247318,0.6,1.6,0.6,0.4,0.0,0.2,1.0,1.0,28,1.0,1.0,1,23.176,0,0.75,False,False,False
run-079e02ef878c5b7b,SC-C-01,no_context,2,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.5853451641247318,0.6,1.6,0.6,0.4,0.0,0.2,1.0,1.0,28,1.0,1.0,1,22.999,0,0.75,False,False,False
run-88b4cec793153ca5,SC-C-02,no_context,0,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,29,1.0,1.0,1,25.442,0,0.75,False,False,False
run-9121c07d3e2da835,SC-C-02,no_context,1,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,29,1.0,1.0,1,25.816,0,0.75,False,False,False
run-c6bd1dddd88311a7,SC-C-02,no_context,2,profile_dialogue_conflict,medium,medium,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,29,1.0,1.0,1,26.79,0,0.75,False,False,False
run-cb8bf097a5e297df,SC-C-03,no_context,0,profile_dialogue_conflict,hard,medium,high,recommendation,True,5,0.5979795890554701,0.4,1.2,0.4,0.6,0.0,0.2,1.0,1.0,26,1.0,1.0,1,23.439,0,0.75,False,False,False
run-7fee6c451128136c,SC-C-03,no_context,1,profile_dialogue_conflict,hard,medium,high,recommendation,True,5,0.5979795890554701,0.4,1.2,0.4,0.6,0.0,0.2,1.0,1.0,26,1.0,1.0,1,21.419,0,0.75,False,False,False
run-076aa6e4752e8bc2,SC-C-03,no_context,2,profile_dialogue_conflict,hard,medium,high,recommendation,True,5,0.5979795890554701,0.4,1.2,0.4,0.6,0.0,0.2,1.0,1.0,26,1.0,1.0,1,23.059,0,0.75,False,False,False
run-ff361c2e0e9ae91f,SC-C-04,no_context,0,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.6572885561341879,0.4,1.2,0.4,0.8,0.13333333333333333,0.2,1.0,1.0,25,1.0,1.0,1,22.155,0,0.75,False,False,False
run-a7a9a0e29c63a4a7,SC-C-04,no_context,1,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.6572885561341879,0.4,1.2,0.4,0.8,0.13333333333333333,0.2,1.0,1.0,25,1.0,1.0,1,20.6,0,0.75,False,False,False
run-9c7c155e7ab82b2b,SC-C-04,no_context,2,profile_dialogue_conflict,medium,medium,high,recommendation,True,5,0.6572885561341879,0.4,1.2,0.4,0.8,0.13333333333333333,0.2,1.0,1.0,25,1.0,1.0,1,21.991,0,0.75,False,False,False
run-f986727d5686c187,SC-C-05,no_context,0,profile_dialogue_conflict,medium,low,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,38.838,1,1.0,False,False,False
run-3a8ec46f3568176a,SC-C-05,no_context,1,profile_dialogue_conflict,medium,low,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,30.75,1,1.0,False,False,False
run-c237b7aa1a54e310,SC-C-05,no_context,2,profile_dialogue_conflict,medium,low,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,26.428,1,1.0,False,False,False
run-439d3ab4790ef6dd,SC-D-01,no_context,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,0.912,0,0.0,False,False,False
run-9817d03bf17f0e09,SC-D-01,no_context,1,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,0.899,0,0.0,False,False,False
run-a9634e6d2ba227b1,SC-D-01,no_context,2,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,0.891,0,0.0,False,False,False
run-a176f5518343f5f8,SC-D-02,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,28,1.0,1.0,2,24.814,0,0.75,False,False,False
run-1570b63328eb7fdc,SC-D-02,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,28,1.0,1.0,2,25.557,0,0.75,False,False,False
run-acdb0ce4dcbd5bad,SC-D-02,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,28,1.0,1.0,2,25.475,0,0.75,False,False,False
run-8e68b748a7e5f9d1,SC-D-03,no_context,0,preference_change,hard,high,high,recommendation,True,5,0.7227265726449517,0.6,1.8,0.6,0.6,0.1,0.4,1.0,1.0,25,1.0,1.0,2,21.819,0,0.75,False,False,False
run-d4c3d39bb7f7b0da,SC-D-03,no_context,1,preference_change,hard,high,high,recommendation,True,5,0.7227265726449517,0.6,1.8,0.6,0.6,0.1,0.4,1.0,1.0,25,1.0,1.0,2,21.411,0,0.75,False,False,False
run-c8d4149e0073915a,SC-D-03,no_context,2,preference_change,hard,high,high,recommendation,True,5,0.7227265726449517,0.6,1.8,0.6,0.6,0.1,0.4,1.0,1.0,25,1.0,1.0,2,22.805,0,0.75,False,False,False
run-41513be84e0caf5e,SC-D-04,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,28,1.0,1.0,2,26.011,0,0.75,False,False,False
run-2a6042ced15c50a6,SC-D-04,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,28,1.0,1.0,2,26.655,0,0.75,False,False,False
run-00d2f2bf65ffc473,SC-D-04,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.4,0.1,0.2,1.0,1.0,28,1.0,1.0,2,26.204,0,0.75,False,False,False
run-1b2ae063ba9f4ac1,SC-D-05,no_context,0,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,2.076,0,0.0,False,False,False
run-ed2217c7febed219,SC-D-05,no_context,1,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,2.037,0,0.0,False,False,False
run-c38fc069b4668034,SC-D-05,no_context,2,preference_change,medium,high,high,clarification,True,0,,,,,,,,,,0,1.0,1.0,2,0.93,0,0.0,False,False,False
run-a27110d0d3d5ffe5,SC-D-06,no_context,0,preference_change,medium,high,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,2,23.466,1,1.0,False,False,False
run-95aa15e727b74e33,SC-D-06,no_context,1,preference_change,medium,high,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,2,22.219,1,1.0,False,False,False
run-d3268bbc64d72125,SC-D-06,no_context,2,preference_change,medium,high,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,2,23.816,1,1.0,False,False,False
run-3f026e9120412e89,SC-D-07,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.7860137352654724,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,21,1.0,1.0,2,23.536,0,0.75,False,False,False
run-493ecd4053d77fc5,SC-D-07,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.7860137352654724,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,21,1.0,1.0,2,23.628,0,0.75,False,False,False
run-603348e94eed3118,SC-D-07,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.7860137352654724,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,21,1.0,1.0,2,24.067,0,0.75,False,False,False
run-5ada33cec8f5c0ab,SC-D-08,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,28,1.0,1.0,2,23.349,0,0.75,False,False,False
run-664d0111ca6a4b36,SC-D-08,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,28,1.0,1.0,2,22.199,0,0.75,False,False,False
run-636dec3d72359cd1,SC-D-08,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.8687949224876581,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,28,1.0,1.0,2,22.34,0,0.75,False,False,False
run-1ca4dcab7b5bf0f4,SC-D-09,no_context,0,preference_change,hard,high,medium,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.06666666666666667,0.2,1.0,1.0,23,1.0,1.0,2,26.687,0,0.75,False,False,False
run-61c6feb00143810b,SC-D-09,no_context,1,preference_change,hard,high,medium,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.06666666666666667,0.2,1.0,1.0,23,1.0,1.0,2,27.196,0,0.75,False,False,False
run-32db568db3b8d6f4,SC-D-09,no_context,2,preference_change,hard,high,medium,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.06666666666666667,0.2,1.0,1.0,23,1.0,1.0,2,26.487,0,0.75,False,False,False
run-eeddda0a83e50d65,SC-D-10,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.3438208277094996,0.2,0.6,0.2,1.4,0.26666666666666666,0.4,1.0,1.0,23,1.0,1.0,2,25.981,0,0.75,False,False,False
run-695fd64ea95e5c30,SC-D-10,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.3438208277094996,0.2,0.6,0.2,1.4,0.26666666666666666,0.4,1.0,1.0,23,1.0,1.0,2,25.842,0,0.75,False,False,False
run-3dc7ca44da412b30,SC-D-10,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.3438208277094996,0.2,0.6,0.2,1.4,0.26666666666666666,0.4,1.0,1.0,23,1.0,1.0,2,26.977,0,0.75,False,False,False
run-05c21320c478ed3e,SC-D-11,no_context,0,preference_change,medium,high,medium,recommendation,True,5,0.7558869364740775,0.6,1.8,0.6,0.4,0.06666666666666667,0.0,1.0,1.0,26,1.0,1.0,3,23.961,0,0.75,False,False,False
run-2203a2720d9b2f8f,SC-D-11,no_context,1,preference_change,medium,high,medium,recommendation,True,5,0.7558869364740775,0.6,1.8,0.6,0.4,0.06666666666666667,0.0,1.0,1.0,26,1.0,1.0,3,83.351,0,0.75,False,False,False
run-e0629543966d9cc3,SC-D-11,no_context,2,preference_change,medium,high,medium,recommendation,True,5,0.7558869364740775,0.6,1.8,0.6,0.4,0.06666666666666667,0.0,1.0,1.0,26,1.0,1.0,3,24.122,0,0.75,False,False,False
run-4e0bacb239240068,SC-D-12,no_context,0,preference_change,hard,high,high,recommendation,True,5,0.8146656240744838,0.4,1.2,0.4,0.8,0.1,0.0,1.0,1.0,28,1.0,1.0,3,24.297,0,0.75,False,False,False
run-cbd6279d5ed1901e,SC-D-12,no_context,1,preference_change,hard,high,high,recommendation,True,5,0.8146656240744838,0.4,1.2,0.4,0.8,0.1,0.0,1.0,1.0,28,1.0,1.0,3,23.662,0,0.75,False,False,False
run-773b25fa1adbba8a,SC-D-12,no_context,2,preference_change,hard,high,high,recommendation,True,5,0.8146656240744838,0.4,1.2,0.4,0.8,0.1,0.0,1.0,1.0,28,1.0,1.0,3,23.406,0,0.75,False,False,False
run-537af8a23dfc9509,SC-E-01,no_context,0,multiple_hard,hard,none,high,recommendation,True,5,0.8404085891102678,0.4,1.2,0.4,0.6,0.1,0.0,1.0,1.0,26,1.0,1.0,1,21.674,0,0.75,False,False,False
run-08df345a4925fc61,SC-E-01,no_context,1,multiple_hard,hard,none,high,recommendation,True,5,0.8404085891102678,0.4,1.2,0.4,0.6,0.1,0.0,1.0,1.0,26,1.0,1.0,1,21.694,0,0.75,False,False,False
run-b4baa03b86aeab47,SC-E-01,no_context,2,multiple_hard,hard,none,high,recommendation,True,5,0.8404085891102678,0.4,1.2,0.4,0.6,0.1,0.0,1.0,1.0,26,1.0,1.0,1,21.692,0,0.75,False,False,False
run-1bfb7f4d3d6a8429,SC-E-02,no_context,0,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.0,0.2,1.0,1.0,25,1.0,1.0,1,24.441,0,0.75,False,False,False
run-173be724354d4c54,SC-E-02,no_context,1,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.0,0.2,1.0,1.0,25,1.0,1.0,1,24.807,0,0.75,False,False,False
run-7e4b9382aeed4143,SC-E-02,no_context,2,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,1.2,0.0,0.2,1.0,1.0,25,1.0,1.0,1,24.797,0,0.75,False,False,False
run-f8e6d6fae28fb1a6,SC-E-03,no_context,0,multiple_hard,hard,none,high,recommendation,True,5,0.651615141503056,0.4,1.2,0.4,1.0,0.15,0.2,1.0,1.0,27,1.0,1.0,1,22.243,0,0.75,False,False,False
run-e5a02d42d2804375,SC-E-03,no_context,1,multiple_hard,hard,none,high,recommendation,True,5,0.651615141503056,0.4,1.2,0.4,1.0,0.15,0.2,1.0,1.0,27,1.0,1.0,1,22.25,0,0.75,False,False,False
run-dc2066ffde77a985,SC-E-03,no_context,2,multiple_hard,hard,none,high,recommendation,True,5,0.651615141503056,0.4,1.2,0.4,1.0,0.15,0.2,1.0,1.0,27,1.0,1.0,1,22.496,0,0.75,False,False,False
run-4173e7df7d8262e9,SC-E-04,no_context,0,multiple_hard,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.8,0.15,0.2,1.0,1.0,23,1.0,1.0,1,84.389,0,0.75,False,False,False
run-11218497b91875be,SC-E-04,no_context,1,multiple_hard,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.8,0.15,0.2,1.0,1.0,23,1.0,1.0,1,26.29,0,0.75,False,False,False
run-766d19f1ced80d40,SC-E-04,no_context,2,multiple_hard,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.8,0.15,0.2,1.0,1.0,23,1.0,1.0,1,25.968,0,0.75,False,False,False
run-106d2fec1620a0f5,SC-E-05,no_context,0,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,2.2,0.2,0.4,1.0,1.0,26,1.0,1.0,1,25.749,0,0.75,False,False,False
run-5852ac87e0762a67,SC-E-05,no_context,1,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,2.2,0.2,0.4,1.0,1.0,26,1.0,1.0,1,25.324,0,0.75,False,False,False
run-278c47e5dfa2d308,SC-E-05,no_context,2,multiple_hard,hard,none,high,recommendation,True,5,0.0,0.0,0.0,0.0,2.2,0.2,0.4,1.0,1.0,26,1.0,1.0,1,25.693,0,0.75,False,False,False
run-035a673c4004ecca,SC-F-01,no_context,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,20.754,1,1.0,False,False,False
run-903a023df0b81993,SC-F-01,no_context,1,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,20.731,1,1.0,False,False,False
run-858f356eca704602,SC-F-01,no_context,2,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,21.598,1,1.0,False,False,False
run-e901b41df7202f80,SC-F-02,no_context,0,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,23.66,1,1.0,False,False,False
run-e17831a16f6abc80,SC-F-02,no_context,1,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,24.106,1,1.0,False,False,False
run-11cf8e632083239e,SC-F-02,no_context,2,soft_tradeoff,medium,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.0,1.0,1,24.634,1,1.0,False,False,False
run-8c5b278fa97fbe8a,SC-F-03,no_context,0,soft_tradeoff,easy,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,19.537,1,1.0,False,False,False
run-29ac2151bda6b692,SC-F-03,no_context,1,soft_tradeoff,easy,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,19.792,1,1.0,False,False,False
run-2f6c53d1ee8fad7e,SC-F-03,no_context,2,soft_tradeoff,easy,none,low,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,20.173,1,1.0,False,False,False
run-a55899f6a75595c8,SC-F-04,no_context,0,soft_tradeoff,medium,none,low,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,20,1.0,1.0,1,25.552,0,0.75,False,False,False
run-fbf6e265de1cddf2,SC-F-04,no_context,1,soft_tradeoff,medium,none,low,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,20,1.0,1.0,1,25.661,0,0.75,False,False,False
run-ebaf2166015c0c3a,SC-F-04,no_context,2,soft_tradeoff,medium,none,low,recommendation,True,5,0.6608397947263838,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,20,1.0,1.0,1,24.997,0,0.75,False,False,False
run-73e80c9ef5e4f62c,SC-G-01,no_context,0,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.705,1,1.0,False,False,True
run-b0f2b721162f4d84,SC-G-01,no_context,1,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.684,1,1.0,False,False,True
run-c1e0765bc42419dd,SC-G-01,no_context,2,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.707,1,1.0,False,False,True
run-5a3a928644c95130,SC-G-02,no_context,0,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.598,1,1.0,False,False,True
run-902dcb48cdaf5b2d,SC-G-02,no_context,1,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.583,1,1.0,False,False,True
run-3cc14455c64ec40b,SC-G-02,no_context,2,ambiguous_role,hard,none,low,clarification,True,0,,,,,,,,,,0,1.0,1.0,1,0.578,1,1.0,False,False,True
run-23e161baff55abec,SC-H-01,no_context,0,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.4,0.13333333333333333,0.2,1.0,1.0,21,1.0,1.0,1,21.547,0,0.5,True,False,False
run-e2b88c8a4d5ba682,SC-H-01,no_context,1,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.4,0.13333333333333333,0.2,1.0,1.0,21,1.0,1.0,1,21.331,0,0.5,True,False,False
run-78e5453ca4955b35,SC-H-01,no_context,2,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.4,0.13333333333333333,0.2,1.0,1.0,21,1.0,1.0,1,21.899,0,0.5,True,False,False
run-e278691463825fb1,SC-H-02,no_context,0,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.4,1.0,1.0,22,1.0,1.0,1,24.122,0,0.5,True,False,False
run-2418a50df075dd25,SC-H-02,no_context,1,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.4,1.0,1.0,22,1.0,1.0,1,24.222,0,0.5,True,False,False
run-3fc4826193cb7846,SC-H-02,no_context,2,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.4,1.0,1.0,22,1.0,1.0,1,24.004,0,0.5,True,False,False
run-98ea3aa2e7a3c642,SC-H-03,no_context,0,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.0,1.0,1.0,18,1.0,1.0,1,25.947,0,0.5,True,False,False
run-6d3752d95c673dd5,SC-H-03,no_context,1,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.0,1.0,1.0,18,1.0,1.0,1,26.552,0,0.5,True,False,False
run-f5658ccea1182eed,SC-H-03,no_context,2,no_match,hard,none,high,recommendation,True,5,,0.0,0.0,0.0,1.6,0.2,0.0,1.0,1.0,18,1.0,1.0,1,25.709,0,0.5,True,False,False
run-87a79c3189597185,SC-A-01,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,20.511,1,1.0,False,False,False
run-08f361704afa6488,SC-A-01,no_memory,1,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,18.349,1,1.0,False,False,False
run-ca9600268f76a37f,SC-A-01,no_memory,2,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,18.891,1,1.0,False,False,False
run-a6788d4453e3166a,SC-A-02,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,18.741,1,1.0,False,False,False
run-209575dcd0b0c804,SC-A-02,no_memory,1,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,72.663,1,1.0,False,False,False
run-c46c7424cbe55b8c,SC-A-02,no_memory,2,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,22,1.0,1.0,1,18.949,1,1.0,False,False,False
run-46ccec02550a15c6,SC-A-03,no_memory,0,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,17.901,1,1.0,False,False,False
run-0dca0c2fa614f422,SC-A-03,no_memory,1,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,17.612,1,1.0,False,False,False
run-e6f72c7ac344deca,SC-A-03,no_memory,2,complete,easy,none,medium,recommendation,True,5,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,28,1.0,1.0,1,17.966,1,1.0,False,False,False
run-70ad9dc0d9bc54ef,SC-A-04,no_memory,0,complete,medium,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,24,1.0,1.0,1,21.067,1,1.0,False,False,False
run-a451804d02731e49,SC-A-04,no_memory,1,complete,medium,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,24,1.0,1.0,1,21.038,1,1.0,False,False,False
run-1d61f60d3e3fd1c8,SC-A-04,no_memory,2,complete,medium,none,medium,recommendation,True,5,0.8415580415114009,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,24,1.0,1.0,1,21.012,1,1.0,False,False,False
