experiment_variant,scenario_id,run_index,run_id,success,response_type,no_match,returned,eligible,claims,dropped_claims,response_turns,session_count,candidate_state_version,termination_reason,total_latency_ms,run_dir
no_memory,SC-D-02,0,run-0380e26e719dd193,True,recommendation,False,5,29,29,0,2,1,1,recommendation,22.46,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-02\0
no_memory,SC-D-03,0,run-7e740c5c36caae13,True,recommendation,False,5,43,21,0,2,1,1,recommendation,18.167,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-03\0
no_memory,SC-D-04,0,run-0a5a349bfc07bccd,True,recommendation,False,5,23,28,0,2,1,1,recommendation,18.672,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-04\0
no_memory,SC-D-05,0,run-2eb4a80b371fa8ed,True,clarification,,0,0,0,0,2,1,1,,0.92,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-05\0
no_memory,SC-E-01,0,run-4a9b44b66baa3995,True,recommendation,False,2,2,13,0,1,1,1,recommendation,10.648,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-E-01\0
no_memory,SC-E-02,0,run-fae99026d4c58433,True,no_match,True,0,0,3,0,1,1,1,no_match,17.505,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-E-02\0
no_memory,SC-E-03,0,run-535334ea96739462,True,recommendation,False,2,2,13,0,1,1,1,recommendation,18.57,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-E-03\0
no_memory,SC-E-04,0,run-4553e57c2c0becfa,True,no_match,True,0,0,3,0,1,1,1,no_match,11.532,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-E-04\0
no_memory,SC-E-05,0,run-109fef22f6491554,True,recommendation,False,2,2,11,0,1,1,1,recommendation,13.691,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-E-05\0
no_memory,SC-F-01,0,run-48cae5c82effb286,True,recommendation,False,5,43,23,0,1,1,1,recommendation,25.45,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-F-01\0
no_memory,SC-F-02,0,run-ac00fe5e16020f0e,True,recommendation,False,5,44,23,0,1,1,1,recommendation,26.619,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-F-02\0
no_memory,SC-F-03,0,run-fe192e4c9ac35ae8,True,recommendation,False,5,43,22,0,1,1,1,recommendation,17.708,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-F-03\0
no_memory,SC-F-04,0,run-9e197fa0aa23a02f,True,recommendation,False,5,44,20,0,1,1,1,recommendation,27.343,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-F-04\0
no_memory,SC-G-01,0,run-3419a6cd27516c78,True,recommendation,False,5,43,21,0,2,1,1,recommendation,57.237,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-G-01\0
no_memory,SC-G-02,0,run-38ac25c0abf76772,True,recommendation,False,5,43,20,0,2,1,1,recommendation,35.512,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-G-02\0
no_memory,SC-H-01,0,run-06fff730e1591908,True,no_match,True,0,0,3,0,1,1,1,no_match,15.537,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-H-01\0
no_memory,SC-H-02,0,run-74cc9b857bbf5b3c,True,no_match,True,0,0,2,0,1,1,1,no_match,13.766,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-H-02\0
no_memory,SC-H-03,0,run-b23ec21b233b1756,True,no_match,True,0,0,3,0,1,1,1,no_match,13.869,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-H-03\0
no_memory,SC-D-06,0,run-e08b36c17144bd3b,True,clarification,,0,0,0,0,2,1,1,,1.101,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-06\0
no_memory,SC-D-07,0,run-87888c5049233565,True,clarification,,0,0,0,0,2,1,1,,1.371,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-07\0
no_memory,SC-D-08,0,run-e82319d8237628bd,True,clarification,,0,0,0,0,2,1,1,,1.059,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-08\0
no_memory,SC-D-09,0,run-ba67bb2175bda82f,True,clarification,,0,0,0,0,2,1,1,,1.287,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-09\0
no_memory,SC-D-10,0,run-21f5afdf6d963257,True,clarification,,0,0,0,0,2,1,1,,1.138,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-10\0
no_memory,SC-D-11,0,run-30847c033d3e2ae4,True,clarification,,0,0,0,0,3,1,1,,1.083,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-11\0
no_memory,SC-D-12,0,run-923e30aedfe05785,True,clarification,,0,0,0,0,3,1,1,,1.498,evaluation\outputs\_runs\exp-e748800507ef\no_memory\SC-D-12\0
no_context,SC-A-01,0,run-ff0d646ef8a9de73,True,recommendation,False,5,50,28,0,1,1,1,recommendation,31.143,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-01\0
no_context,SC-A-02,0,run-80b3279a7ddd1a9e,True,recommendation,False,5,50,21,0,1,1,1,recommendation,27.297,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-02\0
no_context,SC-A-03,0,run-7409792ff2375814,True,recommendation,False,5,50,28,0,1,1,1,recommendation,24.763,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-03\0
no_context,SC-A-04,0,run-d36cd3a92d46ac5b,True,recommendation,False,5,50,23,0,1,1,1,recommendation,29.771,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-04\0
no_context,SC-A-05,0,run-ac93bd4036b1048d,True,recommendation,False,5,50,23,0,1,1,1,recommendation,25.812,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-05\0
no_context,SC-A-06,0,run-405787ae6049cf2d,True,recommendation,False,5,50,27,0,1,1,1,recommendation,22.167,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-A-06\0
no_context,SC-B-01,0,run-7feb197617e2d505,True,recommendation,False,5,50,31,0,2,1,1,recommendation,25.095,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-B-01\0
no_context,SC-B-02,0,run-e24635dcb2d300f8,True,recommendation,False,5,50,22,0,2,1,1,recommendation,20.148,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-B-02\0
no_context,SC-B-03,0,run-04e533e7b84d2ed2,True,recommendation,False,5,50,20,0,2,1,1,recommendation,20.626,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-B-03\0
no_context,SC-B-04,0,run-6be34ea80477917f,True,recommendation,False,5,50,32,0,2,1,1,recommendation,27.462,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-B-04\0
no_context,SC-B-05,0,run-51980243c628123f,True,recommendation,False,5,50,19,0,2,1,1,recommendation,21.042,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-B-05\0
no_context,SC-C-01,0,run-15b0188a444f6a60,True,recommendation,False,5,50,28,0,1,1,1,recommendation,23.692,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-C-01\0
no_context,SC-C-02,0,run-26e34e063ce2e738,True,recommendation,False,5,50,29,0,1,1,1,recommendation,27.298,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-C-02\0
no_context,SC-C-03,0,run-0a9795080e57e972,True,recommendation,False,5,50,26,0,1,1,1,recommendation,23.393,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-C-03\0
no_context,SC-C-04,0,run-45e84dcc7f954c2a,True,recommendation,False,5,50,25,0,1,1,1,recommendation,25.644,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-C-04\0
no_context,SC-C-05,0,run-0f9c20fcdf822420,True,recommendation,False,5,50,23,0,1,1,1,recommendation,60.151,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-C-05\0
no_context,SC-D-01,0,run-79b2491b3e892afd,True,recommendation,False,5,50,26,0,2,1,1,recommendation,20.141,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-01\0
no_context,SC-D-02,0,run-d42492773d401712,True,recommendation,False,5,50,28,0,2,1,1,recommendation,24.661,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-02\0
no_context,SC-D-03,0,run-7717b0e7a0f6add6,True,recommendation,False,5,50,25,0,2,1,1,recommendation,25.152,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-03\0
no_context,SC-D-04,0,run-7edf5905bcc95b34,True,recommendation,False,5,50,28,0,2,1,1,recommendation,28.786,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-04\0
no_context,SC-D-05,0,run-ce4f74005cdaa06c,True,recommendation,False,5,50,21,0,2,1,1,recommendation,26.594,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-05\0
no_context,SC-E-01,0,run-008ff1e10c3c215a,True,recommendation,False,5,50,26,0,1,1,1,recommendation,23.841,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-E-01\0
no_context,SC-E-02,0,run-94ad33fc119354ac,True,recommendation,False,5,50,25,0,1,1,1,recommendation,24.516,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-E-02\0
no_context,SC-E-03,0,run-651c8bd65f5c7a83,True,recommendation,False,5,50,27,0,1,1,1,recommendation,34.349,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-E-03\0
no_context,SC-E-04,0,run-502a1deab27a4c3f,True,recommendation,False,5,50,23,0,1,1,1,recommendation,28.017,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-E-04\0
no_context,SC-E-05,0,run-9c7fd385b4283ced,True,recommendation,False,5,50,26,0,1,1,1,recommendation,28.764,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-E-05\0
no_context,SC-F-01,0,run-2e7b9c37d66705da,True,recommendation,False,5,50,23,0,1,1,1,recommendation,23.879,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-F-01\0
no_context,SC-F-02,0,run-c3a65923cd041b43,True,recommendation,False,5,50,23,0,1,1,1,recommendation,28.881,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-F-02\0
no_context,SC-F-03,0,run-b46b7c14df7f5822,True,recommendation,False,5,50,22,0,1,1,1,recommendation,20.363,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-F-03\0
no_context,SC-F-04,0,run-9daddb1aa7595b7c,True,recommendation,False,5,50,20,0,1,1,1,recommendation,25.391,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-F-04\0
no_context,SC-G-01,0,run-92d282e305e2fe95,True,recommendation,False,5,50,25,0,2,1,1,recommendation,21.348,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-G-01\0
no_context,SC-G-02,0,run-747e0e291cb13946,True,recommendation,False,5,50,19,0,2,1,1,recommendation,21.76,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-G-02\0
no_context,SC-H-01,0,run-3d749eb256a36b03,True,recommendation,False,5,50,21,0,1,1,1,recommendation,23.535,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-H-01\0
no_context,SC-H-02,0,run-57bbf68cbd7cc966,True,recommendation,False,5,50,22,0,1,1,1,recommendation,24.427,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-H-02\0
no_context,SC-H-03,0,run-e7f6ea1bb7121eb7,True,recommendation,False,5,50,18,0,1,1,1,recommendation,30.158,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-H-03\0
no_context,SC-D-06,0,run-189c33bd6a90497f,True,recommendation,False,5,50,28,0,2,1,1,recommendation,28.69,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-06\0
no_context,SC-D-07,0,run-094fee018cd3caf5,True,recommendation,False,5,50,21,0,2,1,1,recommendation,22.391,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-07\0
no_context,SC-D-08,0,run-ba678fca28bb582b,True,recommendation,False,5,50,28,0,2,1,1,recommendation,20.547,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-08\0
no_context,SC-D-09,0,run-38376aec763fabcd,True,recommendation,False,5,50,23,0,2,1,1,recommendation,26.033,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-09\0
no_context,SC-D-10,0,run-5a6b269a5aebc959,True,recommendation,False,5,50,23,0,2,1,1,recommendation,30.178,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-10\0
no_context,SC-D-11,0,run-424cf1588e6c3404,True,recommendation,False,5,50,26,0,3,1,1,recommendation,23.327,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-11\0
no_context,SC-D-12,0,run-77a32f9670e46875,True,recommendation,False,5,50,28,0,3,1,1,recommendation,24.266,evaluation\outputs\_runs\exp-e748800507ef\no_context\SC-D-12\0
