scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,evidence_resolution_rate,abstention_rate,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-C-02,no_context,profile_dialogue_conflict,medium,medium,medium,0.5087403079104242,0.4000000000000001,0.8000000000000002,0.4000000000000001,0.6,0.10000000000000002,0.0,1.0,0.9310344827586207,1.0,0.0,1.0,1.0,1.0,1.0,151789.68600000002,0.0,0.75,27.0,-1.0
SC-C-02,no_memory,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.7857142857142857,1.0,0.0,1.0,1.0,1.0,1.0,68922.86966666667,1.0,1.0,22.0,-1.0
SC-C-03,full,profile_dialogue_conflict,hard,medium,high,1.0,1.0,2.4,1.0,0.0,0.0,0.0,1.0,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,36736.454999999994,1.0,1.0,20.0,-1.0
SC-C-03,no_context,profile_dialogue_conflict,hard,medium,high,0.2873629111569347,0.20000000000000004,0.6,0.20000000000000004,0.8000000000000002,0.0,0.20000000000000004,1.0,0.8076923076923078,1.0,0.0,1.0,1.0,1.0,1.0,87535.06366666667,0.0,0.75,21.0,-1.0
SC-C-03,no_memory,profile_dialogue_conflict,hard,medium,high,1.0,1.0,2.4,1.0,0.0,0.0,0.0,1.0,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,23078.437333333335,1.0,1.0,20.0,-1.0
SC-C-04,full,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8431372549019608,1.0,0.0,1.0,1.0,1.0,1.0,53204.43266666667,1.0,1.0,14.333333333333334,-1.0
SC-C-04,no_context,profile_dialogue_conflict,medium,medium,high,0.6572885561341879,0.4000000000000001,1.2,0.4000000000000001,0.8000000000000002,0.13333333333333333,0.20000000000000004,1.0,0.7999999999999999,1.0,0.0,1.0,1.0,1.0,1.0,66236.35566666667,0.0,0.75,20.0,-1.0
SC-C-04,no_memory,profile_dialogue_conflict,medium,medium,high,0.8587958726494572,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13220.310666666666,1.0,1.0,17.0,-1.0
SC-C-05,full,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6376811594202898,1.0,0.0,1.0,1.0,1.0,1.0,28406.200666666668,1.0,1.0,14.666666666666666,-1.0
SC-C-05,no_context,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.43478260869565216,1.0,0.0,1.0,1.0,1.0,1.0,21350.376,1.0,1.0,10.0,-1.0
SC-C-05,no_memory,profile_dialogue_conflict,medium,low,medium,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7391304347826088,1.0,0.0,1.0,1.0,1.0,1.0,42996.82666666667,1.0,1.0,17.0,-1.0
SC-D-01,full,preference_change,medium,high,high,0.9250256699929476,1.0,2.7999999999999994,1.0,0.0,0.0,0.0,1.0,0.4230769230769231,1.0,0.0,1.0,1.0,2.0,2.0,49616.62266666667,1.0,1.0,11.0,-2.0
SC-D-01,no_context,preference_change,medium,high,high,0.49125969208957576,0.6,1.8,0.6,0.4000000000000001,0.0,0.20000000000000004,1.0,0.4230769230769231,1.0,0.0,1.0,1.0,2.0,2.0,109860.42666666668,0.0,0.75,11.0,-2.0
SC-D-01,no_memory,preference_change,medium,high,high,0.6608397947263838,0.8000000000000002,2.4,0.8000000000000002,0.20000000000000004,0.0,0.0,1.0,0.8076923076923078,1.0,0.0,1.0,1.0,2.0,2.0,97489.81466666667,0.0,0.75,21.0,-2.0
SC-D-02,full,preference_change,medium,high,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.5517241379310345,1.0,0.0,1.0,1.0,2.0,2.0,19719.043,1.0,1.0,16.0,-2.0
SC-D-02,no_context,preference_change,medium,high,medium,0.5531464700081438,0.4000000000000001,0.8000000000000002,0.4000000000000001,0.6,0.20000000000000004,0.0,1.0,0.7738095238095237,1.0,0.0,1.0,1.0,2.0,2.0,266033.0086666667,0.0,0.75,21.666666666666668,-2.0
SC-D-02,no_memory,preference_change,medium,high,medium,0.47036528278595796,0.4000000000000001,0.8000000000000002,0.4000000000000001,0.6,0.13333333333333333,0.0,1.0,0.7692307692307693,1.0,0.0,1.0,1.0,2.0,2.0,92378.391,0.0,0.75,20.0,-2.0
SC-D-03,full,preference_change,hard,high,high,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.68,1.0,0.0,1.0,1.0,2.0,2.0,29858.149999999998,1.0,1.0,17.0,-2.0
SC-D-03,no_context,preference_change,hard,high,high,0.7148893217135844,0.6,1.8,0.6,0.6,0.13333333333333333,0.3333333333333333,1.0,0.5866666666666668,1.0,0.0,1.0,1.0,2.0,2.0,69294.92,0.0,0.75,14.666666666666666,-2.0
SC-D-03,no_memory,preference_change,hard,high,high,0.35938347831696166,0.4666666666666666,1.4000000000000001,0.4666666666666666,0.5333333333333333,0.06666666666666667,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,37674.26833333333,0.0,0.75,20.333333333333332,-2.0
