scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-B-02,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,0.892,0.0,0.25,0.0,-1001.0
SC-B-02,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,1.042,0.0,0.5,0.0,-1002.0
SC-B-03,full,clarification,hard,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,19.396,1.0,1.0,21.0,-2.0
SC-B-03,no_context,clarification,hard,none,low,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,18.38,0.0,0.75,20.0,-2.0
SC-B-03,no_memory,clarification,hard,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,23.309,1.0,1.0,21.0,-2.0
SC-B-03,one_shot,clarification,hard,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,0.807,0.0,0.25,0.0,-1001.0
SC-B-03,profile_only,clarification,hard,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.697,0.0,0.5,0.0,-1002.0
SC-B-04,full,clarification,medium,none,low,0.9395225786842207,0.8,1.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,12.757,1.0,1.0,30.0,-2.0
SC-B-04,no_context,clarification,medium,none,low,0.5936849053443323,0.4,1.0,0.6,0.4,0.06666666666666667,0.2,1.0,1.0,1.0,1.0,2.0,2.0,24.704,0.0,0.75,32.0,-2.0
SC-B-04,no_memory,clarification,medium,none,low,0.5383491171892537,0.6,1.2,0.6,0.4,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,18.184,0.0,0.75,22.0,-2.0
SC-B-04,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,1.396,0.0,0.25,0.0,-1001.0
SC-B-04,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,0.935,0.0,0.5,0.0,-1002.0
SC-B-05,full,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,52.882,1.0,1.0,19.0,-2.0
SC-B-05,no_context,clarification,medium,none,low,0.8539316501572934,0.8,2.4,0.8,0.2,0.0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,18.979,0.0,0.75,19.0,-2.0
SC-B-05,no_memory,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,29.564,1.0,1.0,11.0,-2.0
SC-B-05,one_shot,clarification,medium,none,low,,,,,,,,,,1.0,1.0,1.0,1.0,0.939,0.0,0.25,0.0,-1001.0
SC-B-05,profile_only,clarification,medium,none,low,,,,,,,,,,1.0,1.0,2.0,2.0,1.225,0.0,0.5,0.0,-1002.0
SC-C-01,full,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.422,1.0,1.0,28.0,-1.0
SC-C-01,no_context,profile_dialogue_conflict,medium,medium,high,0.5853451641247318,0.6,1.6,0.6,0.4,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,24.325,0.0,0.75,28.0,-1.0
SC-C-01,no_memory,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.401,1.0,1.0,28.0,-1.0
SC-C-01,one_shot,profile_dialogue_conflict,medium,medium,high,0.8050102282292517,1.0,2.4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.381,1.0,1.0,28.0,-1.0
SC-C-01,profile_only,profile_dialogue_conflict,medium,medium,high,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,28.176,0.0,0.75,24.0,-1.0
SC-C-02,full,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.642,1.0,1.0,29.0,-1.0
SC-C-02,no_context,profile_dialogue_conflict,medium,medium,medium,0.8687949224876583,0.8,1.6,0.8,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.249,0.0,0.75,29.0,-1.0
SC-C-02,no_memory,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.924,1.0,1.0,29.0,-1.0
SC-C-02,one_shot,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.939,1.0,1.0,29.0,-1.0
SC-C-02,profile_only,profile_dialogue_conflict,medium,medium,medium,0.7860137352654726,0.8,1.6,0.8,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.132,0.0,0.75,28.0,-1.0
SC-C-03,full,profile_dialogue_conflict,hard,medium,high,0.90976723004651,1.0,2.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.511,1.0,1.0,26.0,-1.0
SC-C-03,no_context,profile_dialogue_conflict,hard,medium,high,0.5979795890554701,0.4,1.2,0.4,0.6,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,54.68,0.0,0.75,26.0,-1.0
