variant,component,median_ms,p95_ms,mean_ms,n
full,explanation,1.641,2.4724,1.5566190476190476,42
full,filtering,1.798,2.7884499999999997,1.924,42
full,intent_extraction,35057.013999999996,151523.15134999997,57864.48276190475,42
full,memory_merge,0.519,0.8879999999999998,0.5758095238095239,42
full,ranking,6.0065,15.628449999999994,5.802476190476191,42
full,retrieval,6.324,10.955299999999998,6.893761904761905,42
full,total,35080.022,151544.6815,57881.88950000001,42
